RNA_VS_library	CID_1	HCV_validation_set	Max_TC	CID_2
C1CNC(CN)c2ccccc12	8009-3719	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.3408	Compound 2ab
Cl.NC1CC2(C1)CC3(CC(C3)C(=O)O)C2	Z3484293840	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.340770791075051	Compound 4a
C(C(C(=O)O)N=C(N)N)C(=O)O 	Target_lig_48	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12	0.340725806451613	Benzimidazole 12
CC(=O)N(CCC=1C=CC(Cl)=CC1Cl)CC(=O)O	Z1444629555	c1cc(ccc1C(=O)C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H](C1)N)N)CCCNC(=N)N	0.340694006309148	benzamide derivative
Cl.CN1C=CC(=N1)C(N)C(=O)O	Z2901983931	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.340635268346112	dimethylamine_derivative
c1cc(ccc1c1cn[nH]c1)N	8020-2683	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.340579710144928	Compound 10
CCOC(=O)[C@H](CCCN=C(N)N)N 	Target_lig_35	CCOc1ccc2c(c1)nc(nc2C)NC(=N)N	0.34047619047619	VS compound 8a
Cl.CC1=CC=C(S1)C=2C=CC(=CC2)CN	Z4461323212	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.340390879478827	Compound 10
Cl.CN1C=C(C=N1)C(C(=O)O)C(C)(C)C	Z4912279901	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.340262582056893	Benzimidazole13ibis
Cl.NCC(O)C=1C(Cl)=CC=CC1F	Z1695797774	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.340253748558247	Compound 4a
O=C(O)CCCCN1C=CN=C1	Z362633758	CN(C)CCCN1C2=C(C=CC(=C2)OCCCN(C)C)N=C1N	0.340182648401826	Benzimidazole3ibis
Cl.Cl.CC=1C=CC=C(N1)NC(=O)CCN	Z815264192	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.339920948616601	Compound 4d
c1cc(c(cc1c1ccc(c(c1)N)N)N)N.O.O.[Cl].[Cl].[Cl].[Cl]	5140900	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.339901477832512	Compound 10
C1=NC(=CN1)CN2CC(C2)OC=3C=CC=CC3	Z2015677308	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C	0.339829476248477	Compound 1 (2017)
Cl.Cl.NC(CCC=1C=NNC1)C(=O)O	Z3486116939	O=C(Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1)Nc1cccc(c1)NC(=O)Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1	0.33982683982684	Compound 7
Cl.CNCC(=O)NC(CC=1C=CC=CC1F)CC=2C=CC=CC2F	Z1993625542	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.33974358974359	Compound 4d
Cl.NCCCC1=CN(CC(=O)O)N=N1	Z7983311522	C(CN1C=C(CNC2=C3C=CC=CC3=[NH+]C3=C2OC2=C3C=CC=C2)N=N1)C[NH+]1CCCCC1	0.339712918660287	Quindoline CK1-14
Cl.CN(C)C1CCC(CC1)C(=O)O	Z3486862720	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.339430894308943	Compound 4a
O=C(O)CCC1=NC=2C=NC=CC2N1	Z2235409231	CN(c1ccc2c(c1)nc1c(n2)cc(c(c1)N)C)C	0.339317773788151	Phenazine 1
Cl.CN1C=NC(=C1)CC(O)C(=O)O	Z3270199333	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.339285714285714	Isis-22
CC(CNC(=O)C=1C=CNN1)CN2CCCCC2	Z845640970	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.339144215530903	Compound 2ab
FC=1C=CC=C(C1)C(NCC=2C=CNN2)C=3C=CC=CC3	Z1396791235	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.339111592632719	Isis-22
CC(CNC(=O)CN1C=NN=N1)N2CCCC2	Z403709186	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.339035769828927	Compound 2ab
O=C(O)C1CCN(C1)C=2C=CC=CC2	Z1198235403	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.339003645200486	Compound 3b
CC=1C=CC(=CC1)C=2N=NN(CCC#N)N2	Z54669150	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C	0.33890214797136	Compound 1 (2017)
O=C(O)C=1C=C(C=CN1)C=2C=CC=CC2	Z1255391304	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.338658146964856	Compound 10
CCN1N=C(C)C(CN)=C1C	Z275170058	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.338427947598253	dimethylamine_derivative
CC1=NSC(N)=C1C(N)=O	Z1262625710	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.338411316648531	dimethylamine_derivative
CN1CCN(CC1)C(=O)NCC2(CC(=O)O)CCCCC2	Z839051706	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O	0.338372093023256	Compound 4c
Cl.CC1=CNC(CCC(=O)O)=N1	Z3181965688	C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1	0.338329764453961	Benzimidazole 10
C(c1cc(ccc1OCc1ccc(cc1)C(O)=O)[Cl])O	6415-0097	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12	0.338285714285714	Benzimidazole 12
O=C(O)C=1C=CC(=CC1)C2=CNC=N2	Z1160901524	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.338283828382838	Compound 10
COc1ccc(CNCc2cc(ccc2OC)[Br])cc1	3702-1485	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.338137472283814	Benzimidazole13ibis
Cl.NC1(CC(=O)O)CC2=CC=CC=C2C1	Z1744692349	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.338090010976948	Benzimidazole13ibis
NC(=O)NC(C(=O)O)C=1C=CC=CC1	Z223639260	c1cc(ccc1C(=O)C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H](C1)N)N)CCCNC(=N)N	0.338072669826224	benzamide derivative
NCC(CO)CC=1C(F)=CC=CC1Cl	Z1098916566	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.337995337995338	Compound 4a
Cl.NC1=CC=CN(CC(=O)O)C1=O	Z1536942821	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12	0.337931034482759	Benzimidazole 12
O=C(O)C1COC2COCC12	Z3326620982	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O	0.337856173677069	sisomicin
C1CC(CC2CC2)(CN(C1)C1CSCCSC1)CO	42006513	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.337719298245614	Benzimidazole13ibis
CN1C=C(C=N1)C2=NN=C(N)O2	Z336079270	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.33764832793959	Isis-22
NC1=NN=C(N1)SCCS(=O)(=O)C=2C=CC=CC2	Z214831778	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.337634408602151	Benzimidazole13ibis
CC(=O)NCCN(CC=CC=1C=C(F)C=C(F)C1)C(C)C(=O)O	Z4381163519	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.337579617834395	Compound 4d
CCOc1cc(CNCCc2ccccc2)ccc1OC	3381-1215	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.337375964718853	Benzimidazole13ibis
Cl.N=C(N)C=1C=C(C=CN1)C(=O)O	Z1737940646	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.337336244541485	dimethylamine_derivative
CC(N)C1=NC(=CN1)C=2C=CC=CC2	Z425359086	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.337320574162679	Compound 3b
CCCCCCCCNc1cccc(c1)[Br]	5117451	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.337320574162679	Compound 9
Cl.Cl.CN1C=C(C=N1)C2=CC=CC(=C2)CN	Z3235143410	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.337133550488599	Compound 10
Cl.CC(C)(C)SC=1C=CC(=CN1)C(=N)N	Z1463349157	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12	0.337078651685393	Benzimidazole 11 / Isis-11
I.COCCN1CCCC1CN=C(N)N2CCCCCC2	Z1425768617	c1cc(ccc1C(=O)C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H](C1)N)N)CCCNC(=N)N	0.33695652173913	benzamide derivative
COc1ccc(CNCc2c(cccc2F)F)cc1OC	3702-1176	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.33695652173913	Benzimidazole13ibis
Cl.NCC(O)CC1CC1C(=O)O	Z5398084971	O=C(Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1)Nc1cccc(c1)NC(=O)Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1	0.336933045356371	Compound 7
Cl.Cl.CN1C=NC(=C1)C[C@H](N)C(=O)O	Z3005524545	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.33668903803132	dimethylamine_derivative
CC(NC1=NN=NN1C)C(C)(C)C(=O)O	Z3024178079	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.336622807017544	dimethylamine_derivative
Cl.CCOC(=O)C(N)C1=CC=NS1	Z3488476779	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.336601307189542	Isis-22
CC1=NSC(=N1)NCCC(=O)NC2=NC=CN2	Z2379564503	C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1	0.336387434554974	Benzimidazole 10
O=C(O)C1CCN(CC2=CC=C(Cl)S2)CC1	Z197280452	c1cc(ccc1C(=O)C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H](C1)N)N)CCCNC(=N)N	0.336349924585219	benzamide derivative
COC=1N=CC=CC1C(=O)O	Z71179597	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.336273428886439	Benzimidazole13ibis
Cl.NC1(CCC1)C=2N=CC(=CN2)C(=O)O	Z4402454065	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.336254107338445	Benzimidazole13ibis
CC=1C=CN=CC1C=2C=CC=3C=C(O)C=CC3C2	Z5020304860	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.336134453781513	Compound 3b
C1=CC=C(C=C1)NC=2C=CN=NC2	Z3386909294	C(CN1C=C(CNC2=C3C=CC=CC3=[NH+]C3=C2OC2=C3C=CC=C2)N=N1)C[NH+]1CCCCC1	0.336065573770492	Quindoline CK1-14
FC1=CC(F)=NC(=N1)NCCCN2C=CC=N2	Z4799997687	C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1	0.33596837944664	Benzimidazole 10
NC=1C=CN(CCC=2C=CC=CN2)N1	Z600382262	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12	0.335955056179775	Benzimidazole 11 / Isis-11
CC=1C=C(N)N=CC1C(=O)O	Z1198233521	CN(CCCn1c(nc2c1c1CC(COc1cc2)CN(C)C)N(C)C)C	0.335928809788654	Compound 2
C(c1ccncc1)NCc1ccc2c(c1)OCO2	3702-1584	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.33589462129528	Benzimidazole13ibis
CC(NC(N)=NCCCC(C(O)=O)N)=O	5626440	CN(CCCNc1nc2c(o1)cc(cc2)N)C	0.335839598997494	Benzoxazole derivative 23
OCC=1C=CN=CC1NCC=2C=CN=CC2	Z1545214177	O=C(Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1)Nc1cccc(c1)NC(=O)Nc1cc(ccc1C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1	0.335635359116022	Compound 7
CC(N)(C(=O)O)C=1C=CC=C(F)C1	Z317024954	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.33551912568306	Benzimidazole13ibis
Cl.Cl.NCC=1C=CC=C(C1)C=2C=CC=CN2	Z2651576271	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.3354943273906	Compound 10
CCC(CC)(CNC(=O)N1CCCC(O)CC1)C(=O)O	Z2227371461	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.335423197492163	Compound 2ab
C1=CC(CN2CCC3(C2)CCN(CC=4C=CON4)CC3)=NO1	Z1690202768	C(CN1C=C(CNC2=C3C=CC=CC3=[NH+]C3=C2OC2=C3C=CC=C2)N=N1)C[NH+]1CCCCC1	0.33530106257379	Quindoline CK1-14
Cl.N[C@H](CC(=O)O)C=1C=CC(F)=CC1F	Z1696822760	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O	0.335260115606936	Compound 4c
CC(N)C=1C=CC(=CC1)N2C=NC=N2	Z85956709	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12	0.335253456221198	Benzimidazole 12
NC(=O)C=1SC=CC1OC(F)F	Z1127744336	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.335152838427948	dimethylamine_derivative
Cl.CC=1SC(=CC1CN)C(=O)O	Z3031014633	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.335135135135135	Isis-22
Cc1cc(CNCc2ccc(c(c2)OC)OC)ccc1OC	3702-1752	O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1)Nc1ccc(cc1)C1=NCCN1	0.335060449050086	Compound 8
O=C(O)C=1C=C(C=CC1O)C=2C=CC=CC2	Z363994178	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.334928229665072	Compound 10
NCC1=CSC(=N1)C=2C=CC=CC2	Z46280435	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.33492252681764	Compound 3b
Cl.CC1=NC(=NN1)C=2C=CC(=CC2)CN	Z3218022261	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.334920634920635	Compound 10
CC(=O)NC(CC=1C=CSC1)C(=O)O	Z1201004077	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.334876543209876	Compound 2ab
Cl.NC1CCOC2(CC(C2)C(=O)O)C1	Z2827879936	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O	0.334688346883469	sisomicin
Cl.NC1CC2(C1)CC(C2)C(=O)O	Z414834510	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.334685598377282	Compound 4a
NC(=O)C1CCN(CC=CC=2C=CC(F)=CC2)C1	Z1561886203	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.334640522875817	Compound 4d
CN1CCC(CC1)N2C=CC(N)=N2	Z1504675670	C(CN1C=C(CNC2=C3C=CC=CC3=[NH+]C3=C2OC2=C3C=CC=C2)N=N1)C[NH+]1CCCCC1	0.334523809523809	Quindoline CK1-14
Cl.COC12CCC(N)(CC1)CC2	Z2787488174	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O	0.334065934065934	sisomicin
Cl.CN1N=CC=C1CC(N)C(=O)O	Z3681679050	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.334063526834611	Benzimidazole13ibis
NNC(CNC(Nc1nnc(S)s1)=O)=O	327693	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.334056399132321	Benzimidazole13ibis
OC1(CCN2N=NC(=N2)C3CC3)CCC1	Z2346445364	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.334051724137931	Benzimidazole13ibis
O=C(NCC=1C=CC(Cl)=CC1)C=2C=CC=CN2	Z27724757	O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C1=NCCN1)C(=O)Nc1ccc(cc1)C1=NCCN1)Nc1ccc(cc1)C1=NCCN1	0.333907056798623	Compound 8
Cl.NC(C(=O)O)C1CCOC2(CCC2)C1	Z1742055019	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O	0.333789329685362	sisomicin
Cl.Cl.NCC1=NC2=CC=CN=C2N1	Z1891776241	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.333759590792839	Compound 4d
C(COc1ccc2c(c1)c1ccccc1o2)N.[Cl]	9188721	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(C[NH+](C)C)=CC3=C12	0.33375	IRAB
NC(=O)CC[C@H](NC(=O)C1CCCCCC1)C(=O)O	Z3230094635	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O	0.333722287047841	Compound 4c
CC(CNC(=O)C1(C)CC1(Cl)Cl)C(=O)O	Z1445217883	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O	0.333719582850521	Compound 4c
Clc1ccc(cc1)Cc1ccc(cc1)c1ccc(o1)c1ccc(cc1)Cc1ccc(cc1)Cl	Target_lig_1360	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.333698030634573	dimethylamine_derivative
NC1=CC(=NO1)NC(=O)C2CCC2	Z8711894321	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.333333333333333	Compound 4a
CC1=CSC(=N1)NCCNC2=NC(C)=NS2	Z2379563802	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.333333333333333	Compound 3b
Cl.Cl.CC=1C=CC(=CC1)C2=CNC(CN)=N2	Z2235305500	NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N	0.333333333333333	Compound 3b
Cl.O=C(O)C(=O)N1CCN(CC1)C2CCCC2O	Z2235821667	c1cc(ccc1C(=O)C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H](C1)N)N)CCCNC(=N)N	0.333333333333333	benzamide derivative
O=C(COC=1C=CC(Br)=CC1)NC2=NN=CN2	Z57515160	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C	0.333333333333333	Compound 1 (2017)
