RNA_VS_library	Mol_ID	DrugBank_molecule	Max_TC	DrugBank_ID
C(CNCc1ccc2c(c1)OCO2)c1c[nH]c2ccccc12	4964-5174	COc1ccc2[nH]cc(CCN(C)C)c2c1	0.707979626485569	DB14010
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4Cl)CC3	Z237736842	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.707940780619112	DB08743
CNC(=N)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=N)NC	Target_lig_1565	N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)ccc2c1	0.707808564231738	DB02398
Cl.NC[C@H]1CC[C@H](O1)C(=O)O |&1:3,6,r|	Z2568677836	O=C(O)[C@H]1CCCO1	0.707792207792208	DB03051
CC(=O)NC(C(=O)O)C1=CC=CC(Br)=C1	Z1147230750	O=C(O)CCC(=O)N[C@@H](C(=O)O)c1ccccc1	0.707792207792208	DB03299
COC=1C=CC=CC1NS(=O)(=O)C=2C=CC=C(C2)NC(=O)C3=NNC=4C=CC=CC34	Z31755656	NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1	0.707753479125249	DB08133
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=C5C=CC=CC45)CC3	Z238875668	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707730986800754	DB08882
CC1CCCN(CC(=O)NC=2C=CC(=CC2)C(N)=O)C1	Z46177581	CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1	0.707656612529002	DB16527
Cl.NC1CC2CCC1CC2C(=O)O	Z4421886310	CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O	0.707627118644068	DB07581
O=C(NC1=NC(=CS1)CN2CCCCC2)C=3C=CC=4OCOC4C3	Z54656311	COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC	0.70761421319797	DB12482
CCN(CC)C1=NC2=C(C(=O)NC(=O)N2C)N1CCCC=3C=CC=CC3	Z223844044	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.707606420097697	DB08743
O=C(O)CCN1CCCCC1C(=O)NC=2C=CC(Cl)=C(Cl)C2	Z1485003586	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C	0.70753064798599	DB00296
CC(C)CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=C(Cl)C4)CC3	Z237731866	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707517372078332	DB08882
OCCNC1=NC(=NC2=NC=CN=C12)N3CCOCC3	Z1013695822	c1nc(N2CCOCC2)c2[nH]cnc2n1	0.70750382848392	DB08780
CC(=O)NC1=NC2=CC=3OCCOC3C=C2S1	Z56801989	CCCOc1ccc2nc(NC(=O)OC)sc2c1	0.707491082045184	DB11472
CC1=NOC(=C1NC(=O)C=2C=C(N=C3C2C(C)=NN3C)C4=CC=CS4)C=5C=CC=CC5	Z1675090927	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.707486365889936	DB18578
FC(F)C=1C=C(NCCC=2C=CNN2)N3N=CN=C3N1	Z3077804049	CCN(CC)c1cc(C)nc2ncnn12	0.707482993197279	DB09283
CCN1CCN(CC1)CC(COc1ccc(CC=C)cc1OC)O.[Cl].[Cl]	6043920	COc1ccc(CCNC[C@@H](O)COc2cccc(C)c2)cc1OC	0.707482993197279	DB01295
CC=1N=CC=CC1NC(=O)C=2C=CC=C3C(=O)C(C)=C(OC23)C=4C=CC=CC4	Z1303530794	COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C	0.707413249211356	DB13482
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4F)CC3	Z238875532	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707332490518331	DB08882
Cl.NCC1CC(C(=O)O)C21CCC2	Z4417284132	NC[C@@]1(CC(=O)O)[C@@H]2CC[C@H]3C[C@@H]2[C@@H]1C3	0.707317073170732	DB19300
CN1C(=O)NC(=O)C2=C1N=C(N2CCCSC=3N=CC=CN3)N4CCN(CCO)CC4	Z237731372	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707270408163265	DB08882
C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CC=C(C=C4)Br)Cl)Cl 	Target_lig_449	Cc1nc2ccccc2n1Cc1ccc(Cl)cc1	0.707246376811594	DB13611
CC(NC(=O)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C)C=3C=CC(=CC3)N4C=C(N=N4)C(N)=O	Z415022934	Cn1c(=O)c2c(ncn2CCCNC[C@@H](O)c2cc(O)cc(O)c2)n(C)c1=O	0.707207207207207	DB12846
CC=1C=CC(=CC1)CN2CCN(CC2)C3=NC4=C(C(=O)NC(=O)N4C)N3CC(C)C	Z237731380	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.707201086956522	DB08743
COCCNC=1N=C(N=C2N=CC=NC12)NC=3C=CC(Br)=CC3	Z1013695866	c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CCCCC3)c2[nH]1	0.707188160676533	DB07340
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(C)=CC4)CC3	Z237736856	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.707152496626181	DB08743
CC=1C(=O)C=2C=CC=C(C(=O)NC=3C=CN=CC3F)C2OC1C=4C=CC=CC4	Z1524758243	COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C	0.707142857142857	DB13482
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=C(Cl)C4)CC3	Z237736840	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.707118644067797	DB08743
CC1CC(CN2CCC(C2)N3C=NC=4C(N)=NC=NC43)CCO1	Z4275243356	Nc1ncnc2c1ncn2CCNCCCCCO	0.707103825136612	DB12716
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=CC(Cl)=C4)CC3	Z238875716	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707102451288498	DB08882
CC(C)CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CCCC=4C=CC=CC4)CC3	Z241744988	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.70708446866485	DB08743
CC=1C=C(NCC2(CC2)C=3C=CC=CC3)N4N=CN=C4N1	Z220431902	CCN(CC)c1cc(C)nc2ncnn12	0.707070707070707	DB09283
N[C@@H](CC1=CNC=N1)C(=O)NC=2C=NC=3C=CC=CC3C2	Z2940338009	N[C@H](Cc1cnc[nH]1)C(=O)Nc1ccc2ccccc2c1	0.707017543859649	DB01938
CC(C)CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4)CC3	Z239083274	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.707006369426752	DB08882
CC(C(=O)NC=1N=CN=C2NC=NC12)N3C=NC4=C3C(=O)N(C)C(=O)N4C	Z217761000	Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O	0.706995884773663	DB13573
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(F)=CC4)CC3	Z237731554	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706994328922495	DB08882
CC(C)CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(F)=CC4)CC3	Z238875732	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706962025316456	DB08882
CN1C(=O)NC(=O)C2=C1N=C(N2CCCC=3C=CC=CC3)N4CCOCC4	Z223813776	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.70694087403599	DB08882
CS(=O)(=O)NC=1C=CC=C(C1)NC(=O)C=2C=CC=C(C2)NC=3N=CC=CN3	Z333262924	N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1	0.706924315619968	DB03082
CCC(NC(=O)CCN1C=NC=2C(N)=NC=NC21)C(O)C(C)C	Z2641558507	C[C@@H](O)Cn1cnc2c(N)ncnc21	0.706855791962175	DB02765
O=C(C=CC=1C=C(Cl)C=2OCCOC2C1)NCCC=3C=CC=CC3	Z60430363	CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O	0.706834532374101	DB08753
OC(CNC=1C=CC=C(F)N1)C=2C=CC=CC2F	Z1343224330	O[C@@H](CNc1ccccn1)c1ccccc1	0.706818181818182	DB13414
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=CC4)CC3	Z247606930	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706802721088435	DB08743
CC(C)CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=CC4)CC3	Z238883350	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706776440785307	DB08882
CN1C(=O)NC(=O)C2=C1N=C(N2CCCC=3C=CC=CC3)N4CCN(CC=5C=CC=CC5)CC4	Z239546938	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706776440785307	DB08882
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4)CC3	Z238920800	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706756756756757	DB08743
Cc1ccc(cc1)OCCN1CCN(CC1)CC(Cn1c2ccccc2c2ccccc12)O.C(C(O)=O)(O)=O	6612808	CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21	0.706713780918728	DB01731
CC(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C=4C=CC=CC4	Z992283236	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706709265175719	DB08882
CC(C)(C1CC2(C)CC1)C2OC(c(cccc1)c1C(O)=O)=O	26349	CCCCOC(=O)c1ccccc1C(=O)OCCCC	0.706703910614525	DB13716
CN1C=CN=C1CNC=2N=CN=C3N=CNC23	Z1119180310	c1coc(CNc2ncnc3nc[nH]c23)c1	0.706666666666667	DB11336
Cl.NC1CCN(C1)C(=O)CN2C=3C=CC=CC3C(=O)C=4C=CC=CC42	Z2736861278	O=C(O)Cn1c2ccccc2c(=O)c2ccccc21	0.706618962432916	DB13674
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(F)=CC4)CC3	Z239085174	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706521739130435	DB08743
CN1C(=O)NC(=O)C2=C1N=C(N2CCC=3C=CC=CC3)N4CCN(CC=5C=CC(F)=CC5)CC4	Z238883372	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706514439220954	DB08743
CN1C(=O)C2=C(N=C(NCC=3C=CC=CC3)N2CCC=4C=CC=CC4)N(C)C1=O	Z56804795	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706486833654464	DB08882
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=C(Cl)C4)CC3	Z237731624	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706397306397306	DB08743
Cl.NCC(=O)N1CCC2=CC=CC=C21	Z234896403	O=C1CCc2cccc3c2N1CC3	0.706390328151986	DB02756
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=CC4)CC3	Z237736900	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706364209199748	DB08882
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=C(Cl)C(Cl)=C4)CC3	Z237731622	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706289308176101	DB08882
CC=1C(=O)C=2C=CC=C(C(=O)NC34CCN(CC3)C4)C2OC1C=5C=CC=CC5	Z2916227447	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	0.706201550387597	DB01148
CC=1C=CC=2C(=CNC2C1)CC(=O)N3CCCC(C3)C(=O)O	Z1443622776	O=C(O)CNC(=O)Cc1c[nH]c2ccccc12	0.706176961602671	DB07952
NC=1N=CN=C2C1N=CN2CCCC(=O)N3CC4(C3)CC5(CCC5)C4	Z4091570910	C[C@@H](O)Cn1cnc2c(N)ncnc21	0.706161137440758	DB02765
CC(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4)CC3	Z238917566	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.706122448979592	DB08743
Cl.NCCC=1C=CC=2OCCC2C1	Z2238129680	CCc1cc(CCN)ccc1O	0.706106870229008	DB07346
CC(C)(C)C(O)CN1CCN(CC1)C(=O)C=2C=CC=3NC(=O)NC3C2	Z1139283537	O=C(c1ccc2nccnc2c1)N1CCCCC1	0.706081081081081	DB06247
CN1C(=O)C2=C(N=C3N(C)N=C(CN32)C=4C=CC(Cl)=CC4)N(C)C1=O	Z274620674	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.706022659511032	DB08882
CCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=CC=5C=CC=CC45)CC3	Z237731432	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.705993690851735	DB08882
CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(C)=CC4)CC3	Z238886650	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.705962059620596	DB08743
CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4)CC3	Z238886730	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.705919796308084	DB08882
CC1CCC(CC1N)C(=O)O	Z1262537169	C[C@H](N)[C@@H](CCCCCC(=O)O)CC(=O)O	0.705882352941176	DB02941
O=C(CN1C=C(N=N1)C=2C=NNC2)NC=3C=CC=C4C(=O)N(CC34)C5CCC(=O)NC5=O	Z6284278284	Nc1cccc2c1CN([C@@H]1CCC(=O)NC1=O)C2=O	0.705882352941176	DB00480
CN(C(N)=O)C=1C=CC(O)=CC1	Z285211056	CN(C)c1ccc(O)cc1	0.705882352941176	DB13549
CC=1C=CC(=NC1)NC(=O)CCNC(=O)CC2=CNC=3C=CC=CC23	Z978988478	O=C(O)CNC(=O)Cc1c[nH]c2ccccc12	0.705882352941176	DB07952
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=CC(Cl)=C4)CC3	Z238917684	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.705882352941176	DB08882
[O-][N+]=1C=CC=CC1SCC2=NC=3C=CC=CC3C(=O)N2C=4C=CC(F)=CC4	Z165355612	Cc1ccccc1-n1c(C)nc2ccccc2c1=O	0.705829596412556	DB04833
CC(C)C=1C=C(N2CC(=O)NC(C)C2)N3N=CN=C3N1	Z2273970532	CCN(CC)c1cc(C)nc2ncnn12	0.705702647657841	DB09283
CC=1C=CC(=CC1OCC(N)=O)C(=O)O	Z169040256	CCCCCCCOc1cccc(C(=O)O)c1	0.705501618122977	DB07355
O=C(NC=1C=CC=2NC(=O)NC2C1)C3=NNC=4C=CC=CC34	Z140648206	NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1	0.705494505494506	DB08133
CC=1NC2=NC=NN2C(C=3C=CC=CN3)C1C(=O)NC=4C=CC=CN4	Z56794592	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.705445544554455	DB18578
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC=CC4)CC3	Z238917614	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.705442176870748	DB08743
O=C(O)C(F)(F)F.CN(CCC(=O)O)C=1N=CN=C2NC=CC12	Z3977586993	CNS(=O)(=O)C[C@H]1CC[C@@H](N(C)c2ncnc3[nH]ccc23)CC1	0.705357142857143	DB11441
CCOCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C(F)=CC=CC4Cl)CC3	Z237736828	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.705340699815838	DB08882
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(F)=CC4)CC3	Z238875638	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.70532319391635	DB08882
NC1=NC(=NN1)N2CCC(CC2)NC(=O)CC=3C=CC(Cl)=CC3	Z3215989175	C[C@H]1CN(C2CCN(c3n[nH]c(N)n3)CC2)[C@@H](Cc2ccc(Cl)cc2)CO1	0.705211726384365	DB18065
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=CC4)CC3	Z238917636	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.705136334812936	DB08882
Cl.CC(CN)C=1C=CC(=CC1)[N+]([O-])=O	Z478193320	O=C(O)Cc1ccc([N+](=O)[O-])cc1	0.705128205128205	DB07331
O=C(NC1CCN(CC1)C2CC2)C3=NNC=4C=CC(Cl)=CC34	Z1916034500	O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12	0.70509977827051	DB05586
CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(Cl)=CC4)CC3	Z238883314	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.70506329113924	DB08882
CC(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC4=CC=CC(Cl)=C4)CC3	Z239084982	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.70499052432091	DB08882
COC=1C=CC=CC1NC(=O)C2=C(C)NC3=NC=NN3C2C=4C=CC=CC4OC	Z57802951	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.704982733103108	DB18578
CC(O)C(NC(=O)C1CC1)C(=O)O	Z85884451	CCC[C@H](NC(=O)CCC(=O)O)C(=O)O	0.704980842911877	DB08554
CN1C(=O)NC(=O)C2=C1N=C(N2CC(=O)O)N3CCN(CC3)C=4C=CC=CC4	Z992053724	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.704929101958136	DB08743
CC(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC=4C=CC(F)=CC4)CC3	Z238883320	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.70487650411653	DB08882
CC=1C=CC=2N=C(NC(=N)N)NC2C1	Z56768429	Cc1cc2nc[nH]c2cc1C	0.704861111111111	DB02591
CC1=NC=2C=C(C=CC2N1)NC(=O)C3=NNC=4C=CC=CC34	Z237098164	NS(=O)(=O)c1ccc(NC(=O)c2n[nH]c3ccccc23)cc1	0.704720087815587	DB08133
CCCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C(=O)CC	Z1347815307	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.704719387755102	DB08882
Cl.N=C(N)C=1C=CC=C(C1)OC2CCCCC2	Z234895023	N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1	0.704626334519573	DB03808
Cl.Cl.N[C@H]1CCC=2N=CSC2C1	Z2327402646	CCCN[C@H]1CCc2nc(N)sc2C1	0.704587155963303	DB00413
CC1=CC(=C(C)O1)C=2C=C(C(=O)N=C3C=CN=C4C3=CNN4C)C=5C=NN(C5N2)C(C)C	Z1937558994	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.704568023833168	DB18578
CC=1C=CC=C(C1)C=2C=CC=C(C2)C(=O)O	Z732681502	NC(=O)c1cc(C(=O)O)cc(-c2ccc(-c3ccccc3)cc2)c1	0.704545454545455	DB04583
CC1=CC(=NN1C)NC2=CC(C)=NC3=NC=NN23	Z1567828810	Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n2ncnc2n1	0.704545454545455	DB08006
CC(C)OC=1C=CC=C(C1)CC(=O)NC2CCN(CC(N)=O)CC2	Z873432610	CCCCOc1cccc(CCNCC(=O)N(C)C)c1	0.704545454545455	DB18775
CCCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C(=O)CC	Z1347815259	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.704530950861519	DB08882
NC=1N=CN=C2C1N=CN2C3CCN(CC4COCCOC4)C3	Z4346348007	Nc1ncnc2c1ncn2CCNCCCCCO	0.7045203969129	DB12716
CC=1C=CC(C)=C(C1)N2CCN(CC2)C=3N=CN=C4NC=NC34	Z57745282	c1nc(N2CCOCC2)c2[nH]cnc2n1	0.704411764705882	DB08780
CC(CCC(NCCc1nc2ccccc2n1Cc1c(C)c(C)cc(C)c1C)=O)O	D186-0394	Cc1nc2ccccc2n1Cc1ccc(Cl)cc1	0.704411764705882	DB13611
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N(CCO)CC=3C=CC=CC3	Z223813744	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.704375	DB08882
CC1CC(N)CCN1C(=O)COC=2C=CC=CC2CC=3C=CC=CC3	Z2242926367	C[C@H](COc1ccccc1Cc1ccccc1)N1CCCCC1	0.704365079365079	DB13309
COC=1C=CC(=CC1)C=2C=CC=C(C2)C(=O)O	Z732681260	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	0.704347826086957	DB00861
O=C(O)C(F)(F)F.O=C(O)CCCN1CCCC1C(O)C=2C=CC=CC2	Z7773362675	C[C@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1	0.704312114989733	DB08954
C(Cc1ccccc1)CN1CCCN(CC1)c1cc(N)nc(N)n1	41736108	CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1	0.704301075268817	DB15027
c1cc(cc(c1)N)c1nc(c2ccc(cc2)[Cl])[nH]n1	8020-2440	Fc1ccc(-c2nc(-c3ccccc3)n[nH]2)cc1	0.704180064308682	DB08470
C=C(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C(=O)CC	Z1347815231	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O	0.704129993229519	DB08743
CC=1NC2=NC=NN2C(C=3C=CC(Cl)=CC3Cl)C1C(=O)NC=4C=CC=CN4	Z275576834	Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F	0.704106877783276	DB18578
[C@@H]1([C@H]([C@H]([C@@H](C[C@H]1CO)O[C@H]1[C@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@@H]1OC[C@@H](O)c1ccccc1)O[C@H]1[C@H]([C@@H]([C@H]([C@H](O1)N)O)O)N)CO)N)O)O 	Target_lig_301	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O	0.704067321178121	DB13673
O=C(NCCCC1CCCCC1O)C2=NNC=3C=CC=CC23	Z1464671015	O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12	0.704057279236277	DB05586
CN(CCCC=1C=CC=CC1)CCC(=O)NC=2C=CC(=CC2)C(N)=O	Z648254350	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1	0.70404984423676	DB17602
CCC(C)C(NCC1=CN=C(C)N=C1N)C(=O)O	Z5498202651	CCN(C)Cc1cnc(C)nc1N	0.704022988505747	DB03653
CCCCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C(=O)CC	Z1354548685	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	0.703964194373402	DB08882
CNCc1ccc2c(c1)nccn2	Target_lig_1711	O=C(c1ccc2nccnc2c1)N1CCCCC1	0.70391061452514	DB06247
